oncosuite_id,phases,official_title,enrollment_count,sites_count,sites_count_string,target_enrollment,cancer_stage,line_of_therapy,trial_status,ecog,sponsor_name,result_posted,start_date,primary_completion_date,intervention_study_type,trial_architecture,country_count,arm_type,control_type,regimen_complexity,stratification,response_criteria,blinding_info,last_updated_on,site_type,funding_source,sex,age,organ,histology,biomarkers,sites,locations,moa_category,moa,modality,classes,regimen_combination_strategy,target,drug_name,comorbidities,physical_state,treatment,mode_of_administration,primary_endpoints,primary_endpoint_type,lead_researcher,prior_therapy,study_design,latest_update_date,search_ranking,unique_identifier,,,,,,,,,,,,,,,,,,,,,,,,,
UR1-u2z-rug,Phase 2,A Randomized Phase II Trial of Two Different Schedules of Administration of Rebeccamycin Analog in Patients With Advanced Non-Small Cell Lung Cancer,42,2,Feb-20,,"[""Advanced / Metastatic""]","[[""2L""]]",Completed,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2""]",Case Comprehensive Cancer Center,No,01-05-2000,01-07-2003,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]",,[1],"[""No""]",,Open-label,>24 months,Comprehensive Cancer Center (NCI-designated),Other,['All'],All Ages,"[""Lung""]","[""NSCLC""]",,"[""Henry Ford Hospital"", ""Ireland Cancer Center at University Hospitals Case Medical Center Case Comprehensive Cancer Center""]","[""United States ( USA )""]","[""Cytotoxic Agent""]","[""Topoisomerase I inhibition + DNA intercalation""]","[""Small Molecule""]","[""Cytotoxic Chemotherapy""]","[""Chemotherapy""]","[""Topoisomerase I / DNA""]","[""Becatecarin""]",,"[""Minimum life expectancy""]","[""becatecarin""]","[""Intravenous (IV)""]","[""ORR (Objective Response Rate)""]","[""Efficacy-based""]",,"[""Chemotherapy""]",Randomized,09-06-2010,0.434247212,"[""NCT00006017"", ""UR1-u2z-rug""]",,,,,,,,,,,,,,,,,,,,,,,,,
UR3-lqf-zkj,Phase 2,"A Prospective, Multicenter, Phase II Study Evaluating the Recurrence Gene Profiles of Adjuvant Osimertinib Therapy in Resected EGFR-Mutated Non-Small-Cell Lung Cancer",60,0,,50 - 200,[null],"[[""Adjuvant""]]",Not Yet Recruiting,,Hunan Province Tumor Hospital,No,01-10-2024,31-12-2026,"[""Treatment""]",['Single Cohort'],0,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",,Open-label,12-24 months,Community Cancer Center,Other,['All'],All Ages,"[""Lung""]","[""Non-Squamous NSCLC"", ""NSCLC""]","[""EGFR"", ""Exon 19 deletion"", ""L858R"", ""Mutation""]",,,"[""Inhibitor""]","[""3rd-gen mutant-selective covalent EGFR inhibition (T790M, exon19del, L858R)""]","[""Small Molecule""]","[""EGFR / HER Pathway Inhibitor""]","[""Targeted Therapy""]","[""EGFR (T790M/exon19del/L858R)""]","[""Osimertinib""]",,,"[""Osimertinib""]","[""Per Oral (PO)""]",,"[""Biomarker-based""]",,"[""Surgery""]",Single Arm,17-09-2024,0.431666633,"[""NCT06477055"", ""UR3-lqf-zkj""]",,,,,,,,,,,,,,,,,,,,,,,,,
UR9-WJU-CQS,Phase 2,"Phase II, Double-Blind, Randomised, Placebo-Controlled Study to Assess the Efficacy of AZD6244 in Combination With Docetaxel, Compared With Docetaxel Alone, in 2nd Line Patients With KRAS Mutation Positive Locally Advanced Metastatic NSCLC",88,63,20 - 100,,[null],"[[""2L""]]",Completed,,AstraZeneca,Yes,20-04-2009,11-05-2011,"[""Treatment""]",['Single Cohort'],12,"[""Control"", ""Experimental""]","[""Placebo""]","[1, 2]","[""No""]",['RECIST 1.1'],Quadruple-blind,>24 months,Biotech / Pharma Industry,Industry,['All'],Older Adult (18-64),"[""Lung""]","[""NSCLC""]","[""KRAS""]","[""Research Site""]","[""Belgium ( BEL )"", ""Brazil ( BRA )"", ""Bulgaria ( BGR )"", ""Canada ( CAN )"", ""Czechia ( CZE )"", ""France ( FRA )"", ""Hungary ( HUN )"", ""Italy ( ITA )"", ""Mexico ( MEX )"", ""Peru ( PER )"", ""Spain ( ESP )"", ""United States ( USA )""]","[""Cytotoxic Agent"", ""Inhibitor""]","[""Allosteric non-ATP-competitive MEK1/2 inhibition"", ""Microtubule stabilization""]","[""Small Molecule""]","[""Cytotoxic Chemotherapy"", ""RAS / MAPK Pathway Inhibitor""]","[""Chemotherapy"", ""Targeted Therapy""]","[""MEK1/2"", ""Β-tubulin""]","[""Docetaxel"", ""Selumetinib""]",,,"[""AZD6244"", ""docetaxel"", ""Placebo""]","[""Intravenous (IV)"", ""Per Oral (PO)""]","[""OS (Overall Survival)""]","[""Survival-based""]","[""Dr. Pasi Janne""]",,Randomized,22-05-2018,0.721752288,"[""NCT00890825"", ""UR9-WJU-CQS""]",,,,,,,,,,,,,,,,,,,,,,,,,
Url-smF-NB2,Phase 3,A Randomised Phase III Trial of Up-front Radiotherapy Before Standard-of-care Systemic Therapy in Advanced Lung Cancer,420,0,,200 - 500,"[""Advanced / Metastatic""]","[[""1L""]]",Not Yet Recruiting,,Trans Tasman Radiation Oncology Group,No,01-01-2026,01-01-2029,"[""Treatment""]",['Single Cohort'],0,"[""Control"", ""Experimental""]","[""Active Comparator(SoC)""]",,"[""No""]",,Open-label,6-12 months,Private Oncology Practice,Other,['All'],All Ages,"[""Lung""]","[""NSCLC""]","[""ALK"", ""EGFR"", ""ROS1""]",,,,,,,,,,,,"[""Standard of Care"", ""Standard of Care (SOC)""]",,"[""OS (Overall Survival)""]","[""Survival-based""]",,,Randomized,15-08-2025,0.518469547,"[""NCT07135882"", ""Url-smF-NB2""]",,,,,,,,,,,,,,,,,,,,,,,,,
uS5-7At-GUr,Phase 1,"A Phase 1, Open-label, Multicenter Study to Assess the Safety, Tolerability, Pharmacokinetics, and Preliminary Anti-tumor Activity of Ascending Doses of a Folate Receptor Alpha Antibody Drug Conjugate, ZW191, in Participants With Advanced Solid Tumors",145,26,20 - 100,50 - 200,"[""Advanced / Metastatic""]",,Recruiting,"[""ECOG 0"", ""ECOG 1""]",Zymeworks BC Inc.,No,30-10-2024,01-12-2026,"[""Treatment""]","['Single Cohort', 'Dose Expansion']",6,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,6-12 months,Biotech / Pharma Industry,Industry,['All'],All Ages,,,,"[""Asan Medical Center"", ""Clinica Universidad de Navarra"", ""Curie Oncology"", ""Fundacion Instituto Valenciano de Oncologia IVO"", ""Gangnam Severance Hospital"", ""Hospital Clinico Universitario de Valencia"", ""Hospital Universitario Reina Sofia"", ""Linear Clinical Research"", ""National Cancer Center"", ""National Cancer Center Hospital"", ""National Cancer Center Hospital East"", ""National Cancer Centre Singapore"", ""National University Health System (NUHS) (National University Cancer Institute Singapore (NCIS))"", ""NEXT Oncology"", ""NEXT Oncology Madrid"", ""NEXT Virginia"", ""Royal North Shore Hospital Northern Sydney Cancer Centre"", ""Saitama Medical University International Medical Center"", ""Samsung Medical Center"", ""Seoul National University Bundang Hospital"", ""Seoul National University Hospital"", ""Severance Hospital Yonsei University Health System"", ""Stephenson Cancer Center"", ""The Arthur G James Cancer Hospital and Richard J Solove Research Institute"", ""The Cancer Institute Hospital of JFCR"", ""Yale University""]","[""Australia ( AUS )"", ""Japan ( JPN )"", ""Singapore ( SGP )"", ""South Korea ( ROK )"", ""Spain ( ESP )"", ""United States ( USA )""]","[""Cytotoxic Agent""]","[""FRα targeting + topoisomerase I inhibition""]","[""Antibody-Drug Conjugate (ADC)""]","[""Antibody-Drug Conjugate""]","[""ADC""]","[""FRα (FOLR1)""]","[""ZW191""]",,,"[""ZW191""]","[""Intravenous (IV)""]","[""AE (Adverse Event)"", ""DLT (Dose-Limiting Toxicity)"", ""ORR (Objective Response Rate)""]","[""Efficacy-based"", ""Safety-based""]",,,Single Arm,21-07-2025,0.591201576,"[""NCT06555744"", ""uS5-7At-GUr""]",,,,,,,,,,,,,,,,,,,,,,,,,
uSl-bhH-oWW,Early Phase 1,"An Open, Single-armed, Clinical Safety and Efficacy Study on Oncolytic Virus Injection (R130 OV) for the Treatment of Advanced Solid Tumors",20,1,single site,< 50,[null],,Recruiting,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2""]",Shanghai Yunying Medical Technology,No,24-06-2023,01-06-2025,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",,"[""No""]","['iRECIST', 'RECIST 1.1']",Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],Older Adult (18-64),"[""Lung""]",,,"[""Linyi Central Hospital""]","[""China ( CHN )""]",,,,,,,,"[""Active autoimmune disease""]",,"[""Recombinant oncolytic herpes simplex virus type 1 (R130)""]","[""Intraperitoneal (IP)"", ""Intratumoral (IT)""]",,"[""Biomarker-based"", ""Safety-based""]",,"[""Chemotherapy"", ""Hormonal/Endocrine Therapy"", ""Immunotherapy"", ""Radiation Therapy""]",Single Arm,25-07-2023,0.466856472,"[""NCT05961111"", ""uSl-bhH-oWW""]",,,,,,,,,,,,,,,,,,,,,,,,,
uSQ-8WR-cie,Phase 3,Optimization of Erlotinib for the Treatment of Patients With Advanced Non Small Cell Lung Cancer: an Italian Randomized Trial,850,105,100 - 500,500 +,"[""Advanced / Metastatic""]","[[""2L""]]",Not Specified,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2""]",Fatebenefratelli and Ophthalmic Hospital,No,01-11-2007,01-02-2012,"[""Treatment""]",['Single Cohort'],1,"[""Control"", ""Experimental""]","[""Active Comparator(SoC)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Community Hospital / General Hospital,Other,['All'],All Ages,"[""Lung""]","[""NSCLC""]","[""EGFR""]","[""AO Monaldi"", ""AO San Martino"", ""AOU Careggi"", ""AOU San Giovanni Battista Molinette"", ""AOU S Anna"", ""Arcispedale S Maria Nuova"", ""Armando Businco Oncological Hospital"", ""ASL SA1 (P.O. Umberto I)"", ""Azienda Ospedaliera Busto Arsizio"", ""Azienda Ospedaliera di Lecco"", ""Azienda Ospedaliera Luigi Sacco Polo Universitario"", ""Azienda Ospedaliera Melegnano (P.O. Gorgonzola)"", ""Azienda Ospedaliera S Giovanni di Dio e Ruggi dAragona"", ""Azienda Ospedaliera Universitaria Consorziale Policlinico"", ""Azienda Ospedaliera Universitaria Presidio Paolo Giaccone"", ""Azienda Ospedaliero Universitaria Careggi"", ""Belcolle Hospital"", ""B Eustachio Hospital"", ""Cardarelli Hospital"", ""Centro di Riferimento Oncologico"", ""Centro Oncologico La Maddalena"", ""D Cotugno Hospital"", ""Fabriano Hospital"", ""Fatebenefratelli and Ophthalmic Hospital"", ""Fatebenefratelli Hospital"", ""Fondazione Ospedale Maggiore Policlinico (Mangiagalli e Regina Elena)"", ""F Veneziale Hospital"", ""Galliera Hospital"", ""G Rummo Hospital"", ""IRCCS Multimedica"", ""Istituto Toscano Tumori Ospedale S Giuseppe Antica Sede"", ""Legnano Hospital"", ""Mariano Santo Hospital"", ""Monfalcone Hospital"", ""Multimedia Santa Maria"", ""Oncologia ASL AV1"", ""Oncologia Medica Azienda Spedali Civili"", ""Oncologia Medica (San Camillo Forlanini Hopsital)"", ""Ospedale centrale di Bolzano"", ""Ospedale Civile di Casalpusterlengo"", ""Ospedale Civile di Legnano (Presidio di Magenta)"", ""Ospedale Civile di Saluzzo Savigliano"", ""Ospedale Civile di Siderno (ASL n°9 Locri)"", ""Ospedale Civile di Vimercate"", ""Ospedale Civile Ferrari"", ""Ospedale Civile Santa Maria delle Croci"", ""Ospedale Civile SS Annunziata"", ""Ospedale Civile Vigevano"", ""Ospedale Civili Riuniti Giovanni Paolo II"", ""Ospedale di Circolo"", ""Ospedale di Scandiano"", ""Ospedale di Terni"", ""Ospedale di Vipiteno"", ""Ospedale Maggiore della Carita"", ""Ospedale Maggiore di Crema"", ""Ospedale Mater Salutis"", ""Ospedale Morelli"", ""Ospedale Policlinico GB Rossi"", ""Ospedale San Donato"", ""Ospedale San Pietro Fatebenefratelli"", ""Ospedale Santa Barbara"", ""Ospedale S Elia"", ""Ospedale S Maria Goretti"", ""Ospedale Valdelsa Campostaggia"", ""Ospedale Valdichiana Nottola"", ""Ospedali Riuniti"", ""Ospedali Riuniti Umberto I (Lancisi)"", ""Pesenti (Fenaroli Hospital)"", ""Piacenza Hospital"", ""Pneumologia Azienda Spedali Civili"", ""Pneumologia Oncologica II (San Camillo Forlanini Hospital)"", ""Policlinico San Donato"", ""Policlinico Umberto I"", ""Policlinico Universitario di Monserrato"", ""Policlinico Universitario Palermo"", ""Presidio Ospedaliero Cardarelli ASL 3"", ""Presidio Ospedaliero M Ascoli ARNAS Civico"", ""Presidio Ospedaliero San Luca"", ""Renzetti Hospital"", ""Rho Hospital (Azienda Ospedaliera Salvini)"", ""San Bartolo Hospital"", ""San Carlo Borromeo Hospital"", ""San Francesco Hospital"", ""San Gennaro Hospital (ASL NA 1)"", ""San Gerardo Hospital"", ""San Leonardo Hospital"", ""San Massimo Hospital"", ""San Paolo Hospital"", ""SantAnna Hospital"", ""San Vincenzo Hospital"", ""S Croce e Carle Hospital"", ""S. Giovanni (Addolorata Hospital)"", ""S Giovanni di Dio Hospital"", ""S Giovanni Evangelista Hospital"", ""S Maria degli Angeli Hospital"", ""S Maria della Misericordia Hospital"", ""Sondrio Hospital (Azienda Ospedaliera Valtellina e Valchiavenna)"", ""S Sebastiano Hospital"", ""SS Giovanni e Paolo Hospital"", ""Umberto I Hospital"", ""Universita Campus Bio (Medico)"", ""Universita di Sassari Oncologia Medica"", ""Vizzolo Predabissi Hospital""]","[""Italy ( ITA )""]","[""Cytotoxic Agent"", ""Inhibitor""]","[""Microtubule stabilization"", ""Reversible EGFR kinase inhibition""]","[""Small Molecule""]","[""Cytotoxic Chemotherapy"", ""EGFR / HER Pathway Inhibitor""]","[""Chemotherapy"", ""Targeted Therapy""]","[""EGFR"", ""Β-tubulin""]","[""Docetaxel"", ""Erlotinib""]",,,"[""Docetaxel"", ""Erlotinib""]","[""Per Oral (PO)""]","[""OS (Overall Survival)""]","[""Survival-based""]","[""Alberto Scanni, Md""]","[""Chemotherapy""]",Randomized,23-02-2012,0.40878179,"[""NCT00637910"", ""uSQ-8WR-cie""]",,,,,,,,,,,,,,,,,,,,,,,,,
UTN-e6K-WXf,Phase 2,"Prospective, Single-center, Single-arm Phase 2 Clinical Study on the Efficacy and Safety of Single-agent Neoadjuvant Therapy With Serplulimab in Patients With Non-small Cell Lung Cancer With TPS ≥ 50%.",23,1,single site,,[null],"[[""1L""]]",Not Specified,"[""ECOG 0"", ""ECOG 1""]",Zhejiang Cancer Hospital,No,01-12-2023,31-12-2024,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Community Cancer Center,Other,['All'],Older Adult (18-64),"[""Lung""]","[""NSCLC""]","[""ALK"", ""EGFR"", ""PD-L1""]","[""Zhejiang Cancer Hospital""]","[""China ( CHN )""]","[""Inhibitor""]","[""PD-1 blockade""]","[""Monoclonal Antibody""]","[""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)""]","[""PD-1""]","[""Serplulimab""]",,,"[""Serplulimab""]","[""Intravenous (IV)""]","[""MPR"", ""ORR (Objective Response Rate)"", ""pCR""]","[""Efficacy-based""]",,,Single Arm,22-12-2023,0.398556877,"[""NCT06195683"", ""UTN-e6K-WXf""]",,,,,,,,,,,,,,,,,,,,,,,,,
uUa-UWx-7tk,Phase 1,"A Phase 1, First-in-Human, Open-label Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Efficacy of TT125-802 in Subjects With Advanced Solid Tumors",50,7,Feb-20,50 - 200,[null],"[[""Refractory/Relapsed""]]",Recruiting,"[""ECOG 0"", ""ECOG 1""]",TOLREMO therapeutics AG,No,07-11-2023,01-08-2026,"[""Treatment""]",['Single Cohort'],3,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,6-12 months,Biotech / Pharma Industry,Industry,['All'],All Ages,,,,"[""Centre Hospitalier Universitaire Vaudois"", ""Ente Ospedaliero Cantonale"", ""NEXT Oncology Barcelona"", ""NEXT Oncology Madrid"", ""NEXT Oncology Virginia"", ""Sarah Cannon Research Institute Oncology Partners"", ""Vall dHebron Institute of Oncology""]","[""Spain ( ESP )"", ""Switzerland ( CHE )"", ""United States ( USA )""]","[""Inhibitor""]","[""Covalent irreversible KRASG12C inhibition""]","[""Small Molecule""]","[""RAS / MAPK Pathway Inhibitor""]","[""Targeted Therapy""]","[""KRAS G12C""]","[""TT125-802""]",,,"[""TT125-802""]","[""Per Oral (PO)""]","[""AEs"", ""DLTs"", ""SAEs""]","[""Safety-based""]",,,Single Arm,08-10-2025,0.602567207,"[""NCT06403436"", ""uUa-UWx-7tk""]",,,,,,,,,,,,,,,,,,,,,,,,,
uv3-yja-zYh,Phase 1/2,"A Phase I/II Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Initial Efficacy of Recombinant Humanized Anti-BTLA Monoclonal Antibody (JS004) Injection Combined With Toripalimab in Patients With Advanced Lung Cancer",67,2,Feb-20,,"[""Advanced / Metastatic""]","[[""Refractory/Relapsed""]]",Completed,"[""ECOG 0"", ""ECOG 1""]","Shanghai Junshi Bioscience Co., Ltd.",No,27-08-2021,31-10-2024,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",,Open-label,12-24 months,Other / Unclassified,Other,['All'],All Ages,"[""Lung""]","[""NSCLC"", ""SCLC""]",,"[""Cancer Hospital of Chinese Academy of Medical Sciences"", ""Jilin Cancer Hospital""]","[""China ( CHN )""]","[""Inhibitor""]","[""PD-1 blockade"", ""TIGIT blockade""]","[""Monoclonal Antibody""]","[""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)""]","[""PD-1"", ""TIGIT""]","[""JS004"", ""Toripalimab""]",,,"[""JS004"", ""toripalimab""]",,"[""AE (Adverse Event)"", ""SAE (Serious Adverse Event)""]","[""Safety-based""]",,,Single Arm,18-02-2025,0.562783106,"[""NCT05000684"", ""uv3-yja-zYh""]",,,,,,,,,,,,,,,,,,,,,,,,,
uVM-Jm9-GZ0,Phase 2,"A Phase Ⅱ,Open-label, Single-line, Multiple Cohorts, Multicenter Study Assessing the Safety and Efficacy of PLB1004 in EGFR ex20ins Mutation Patients With Advanced and Metastatic Non-small Cell Lung Cancer(NSCLC)",157,1,single site,50 - 200,"[""Advanced / Metastatic""]",,Recruiting,"[""ECOG 0"", ""ECOG 1""]","Avistone Biotechnology Co., Ltd.",No,21-07-2023,06-03-2025,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,12-24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,"[""Lung""]","[""NSCLC""]","[""EGFR"", ""Exon 20 insertion""]","[""Guangdong General Hospital""]","[""China ( CHN )""]","[""Inhibitor""]","[""3rd-gen mutant-selective EGFR inhibition""]","[""Small Molecule""]","[""EGFR / HER Pathway Inhibitor""]","[""Targeted Therapy""]","[""EGFR (T790M)""]","[""PLB1004""]",,,"[""PLB1004""]",,"[""ORR (Objective Response Rate)""]","[""Efficacy-based""]","[""Yilong Wu, Md""]","[""Chemotherapy"", ""Immunotherapy""]",Single Arm,31-03-2025,0.539760704,"[""NCT06015503"", ""uVM-Jm9-GZ0""]",,,,,,,,,,,,,,,,,,,,,,,,,
UWK-2ZW-hlm,Phase 1,"Phase 1, Open-label Study Assessing the Pharmacokinetics, Immunogenicity and Safety/Tolerability of Process 2 Patritumab in Patients With Advanced, Refractory Solid Tumors",17,3,Feb-20,,[null],"[[""Refractory/Relapsed""]]",Completed,"[""ECOG 2""]",Daiichi Sankyo,No,01-06-2013,01-10-2013,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",,Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,,,,"[""Research Site""]","[""United States ( USA )""]","[""Inhibitor""]","[""HER3 ECD blockade""]","[""Monoclonal Antibody""]","[""EGFR / HER Pathway Inhibitor""]","[""Targeted Therapy""]","[""HER3""]","[""Patritumab""]",,,"[""patritumab""]",,"[""AUC (Area Under the Curve)"", ""Cmax (Maximum Concentration)""]","[""PK/PD-based""]",,,Single Arm,13-05-2014,0.476430289,"[""NCT01957280"", ""UWK-2ZW-hlm""]",,,,,,,,,,,,,,,,,,,,,,,,,
uX9-sC8-R7o,Phase 2,An Exploratory Study to Evaluate the Mediators of Sensitivity and Resistance to Nivolumab Plus Ipilimumab in Patients With Advanced NSCLCs,29,1,single site,,[null],,Completed,"[""ECOG 0"", ""ECOG 1""]",Memorial Sloan Kettering Cancer Center,Yes,20-01-2015,25-09-2023,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Comprehensive Cancer Center (NCI-designated),Other,['All'],All Ages,"[""Lung""]","[""NSCLC""]","[""ALK"", ""EGFR"", ""Mutation"", ""Rearrangement""]","[""Memorial Sloan Kettering Cancer Center""]","[""United States ( USA )""]","[""Inhibitor""]","[""CTLA-4 blockade"", ""PD-1 blockade""]","[""Monoclonal Antibody""]","[""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)""]","[""CTLA-4"", ""PD-1""]","[""Ipilimumab"", ""Nivolumab""]","[""Active autoimmune disease""]",,"[""ipilimumab"", ""nivolumab""]","[""Intravenous (IV)""]","[""ORR (Objective Response Rate)""]","[""Efficacy-based""]","[""Adam Schoenfeld, Md""]",,Single Arm,03-05-2024,0.679798731,"[""NCT02350764"", ""uX9-sC8-R7o""]",,,,,,,,,,,,,,,,,,,,,,,,,
Uzl-6jI-LNU,Phase 2,Timing of Immunotherapy for the Modulation of Efficacy: a Pilot Study in Metastatic Non-Small Cell Lung Cancer,58,0,,50 - 200,"[""Advanced / Metastatic""]",,Not Yet Recruiting,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2""]",AHS Cancer Control Alberta,No,01-05-2026,01-07-2028,"[""Treatment""]",['Single Cohort'],0,"[""Control"", ""Experimental""]","[""Active Comparator(SoC)"", ""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,12-24 months,Other / Unclassified,Other,['All'],All Ages,"[""Lung""]","[""NSCLC""]","[""PD-L1""]",,,"[""Inhibitor""]","[""PD-1 blockade""]","[""Monoclonal Antibody""]","[""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)""]","[""PD-1""]","[""Pembrolizumab""]","[""Active autoimmune disease""]",,"[""pembrolizumab""]","[""Intravenous (IV)""]","[""PFS (Progression-Free Survival)""]","[""Other/Unspecified-based"", ""Survival-based""]",,,Randomized,17-03-2025,0.483413641,"[""NCT06882174"", ""Uzl-6jI-LNU""]",,,,,,,,,,,,,,,,,,,,,,,,,
UZY-8rf-y79,Phase 1/2,An Extension Protocol for Subjects Who Were Previously Enrolled in Other Tivantinib (ARQ 197) Protocols,60,0,,,[null],,Completed,"[""ECOG 2"", ""ECOG 3""]","ArQule, Inc., a subsidiary of Merck Sharp & Dohme LLC, a subsidiary of Merck & Co., Inc. (Rahway, NJ USA)",Yes,31-08-2010,14-01-2019,"[""Treatment""]",['Single Cohort'],0,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",,Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,,,,,,"[""Inhibitor""]","[""Non-ATP competitive MET inhibition""]","[""Small Molecule""]","[""MET Pathway Inhibitor""]","[""Targeted Therapy""]","[""MET""]","[""Tivantinib""]",,,"[""Anti-Cancer Combination Therapy"", ""Tivantinib""]","[""Per Oral (PO)""]",,"[""Other/Unspecified-based""]",,"[""Tivantinib""]",Single Arm,17-02-2021,0.573658127,"[""NCT01178411"", ""UZY-8rf-y79""]",,,,,,,,,,,,,,,,,,,,,,,,,
V04-8Je-vrZ,Phase 1,A Phase Ib Study to Evaluate the Safety and Tolerability of Durvalumab and Tremelimumab in Combination With First-Line Chemotherapy in Patients With Advanced Solid Tumors.,32,6,Feb-20,,"[""Advanced / Metastatic""]","[[""1L""]]",Completed,"[""ECOG 0"", ""ECOG 1""]",AstraZeneca,No,28-04-2016,14-11-2019,"[""Treatment""]",['Dose Expansion'],2,"[""Experimental""]","[""No Comparator(single-arm)""]",[2],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],Older Adult (18-64),"[""Lung""]","[""Adenocarcinoma"", ""SCLC""]",,"[""Research Site""]","[""Japan ( JPN )"", ""South Korea ( ROK )""]","[""Cytotoxic Agent"", ""Inhibitor""]","[""CTLA-4 blockade"", ""Intrastrand and interstrand DNA crosslinking"", ""Intrastrand DNA crosslinking (1,2-d(GpG) adducts)"", ""Microtubule stabilization"", ""PD-L1 blockade"", ""Ribonucleotide reductase inhibition + DNA polymerase inhibition"", ""Topoisomerase II inhibition + DNA strand breaks""]","[""Monoclonal Antibody"", ""Small Molecule""]","[""Cytotoxic Chemotherapy"", ""Immune Checkpoint Inhibitor""]","[""Chemotherapy"", ""Immunotherapy (IO)""]","[""CTLA-4"", ""DNA (N7-guanine)"", ""PD-L1"", ""Ribonucleotide reductase / DNA polymerase"", ""Topoisomerase II / DNA"", ""Β-tubulin""]","[""Carboplatin"", ""Cisplatin"", ""Durvalumab"", ""Etoposide"", ""Gemcitabine"", ""Oxaliplatin"", ""Paclitaxel"", ""Tremelimumab""]",,,"[""5-fluorouracil (5FU)"", ""carboplatin"", ""cisplatin"", ""durvalumab"", ""etoposide"", ""folinic acid"", ""gemcitabine"", ""leucovorin (calcium folinate"", ""nab-paclitaxel (paclitaxel-albumin)"", ""oxaliplatin"", ""paclitaxel"", ""tremelimumab""]","[""Intravenous (IV)""]","[""AE (Adverse Event)"", ""ORR (Objective Response Rate)""]","[""Efficacy-based"", ""Safety-based""]",,"[""Chemotherapy""]",Non Randomized,19-08-2020,0.47337358,"[""NCT02658214"", ""V04-8Je-vrZ""]",,,,,,,,,,,,,,,,,,,,,,,,,
V0a-7Nk-HG2,Phase 2/3,"A Randomized, Controlled, Open-label Phase II/III Study of The Safety, Tolerability and Efficacy of JMT101 Combined With Docetaxel / HB1801 in Patients With sqNSCLC",534,0,,500 +,[null],,Not Yet Recruiting,"[""ECOG 0"", ""ECOG 1""]",Shanghai JMT-Bio Inc.,No,01-05-2024,01-07-2026,"[""Treatment""]",['Adaptive Design'],0,"[""Experimental""]",,"[1, 2]","[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],Older Adult (18-64),"[""Lung""]","[""NSCLC"", ""Squamous Cell Carcinoma""]","[""EGFR""]",,,"[""Cytotoxic Agent"", ""Inhibitor""]","[""EGFR extracellular domain blockade + ADCC"", ""Microtubule stabilization""]","[""Monoclonal Antibody"", ""Small Molecule""]","[""Cytotoxic Chemotherapy"", ""EGFR / HER Pathway Inhibitor""]","[""Chemotherapy"", ""Targeted Therapy""]","[""EGFR"", ""Β-tubulin""]","[""Docetaxel"", ""HB1801"", ""JMT101""]",,,"[""docetaxel"", ""HB1801"", ""JMT101""]","[""Intravenous (IV)""]","[""AE (Adverse Event)"", ""ORR (Objective Response Rate)"", ""OS (Overall Survival)"", ""SAE (Serious Adverse Event)""]","[""Efficacy-based"", ""Safety-based"", ""Survival-based""]","[""Li Zhang, M.D.""]","[""Chemotherapy"", ""PD-1-directed therapy"", ""PD-L1-directed therapy""]",Randomized,18-03-2024,0.440237723,"[""NCT06319313"", ""V0a-7Nk-HG2""]",,,,,,,,,,,,,,,,,,,,,,,,,
