oncosuite_id,phases,official_title,enrollment_count,sites_count,sites_count_string,target_enrollment,cancer_stage,line_of_therapy,trial_status,ecog,sponsor_name,result_posted,start_date,primary_completion_date,intervention_study_type,trial_architecture,country_count,arm_type,control_type,regimen_complexity,stratification,response_criteria,blinding_info,last_updated_on,site_type,funding_source,sex,age,organ,histology,biomarkers,sites,locations,moa_category,moa,modality,classes,regimen_combination_strategy,target,drug_name,comorbidities,physical_state,treatment,mode_of_administration,primary_endpoints,primary_endpoint_type,lead_researcher,prior_therapy,study_design,latest_update_date,search_ranking,unique_identifier,,,,,,,,,,,,,,,,,,,,,,,,,
78x-xa1-oLW,Phase 4,ChemoRadiOtherapy With Surgery Followed by Consolidation Durvalumab for Initially Unresectable Stage III NSCLC (CROWD): a Phase IV Feasibility Trial,38,1,single site,< 50,[null],"[[""1L""]]",Recruiting,"[""ECOG 0"", ""ECOG 1""]",Idris Bahce,No,17-12-2024,17-12-2026,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",,"[""No""]",,Open-label,12-24 months,Other / Unclassified,Other,['All'],All Ages,"[""Lung""]","[""NSCLC""]",,"[""Amsterdam UMC location VU Medical center""]","[""Netherlands ( NLD )""]",,,,,,,,,"[""Body weight""]","[""Consolidation durvalumab""]",,"[""AE (Adverse Event)""]","[""Efficacy-based"", ""Safety-based""]",,,Single Arm,01-04-2025,0.539955393,"[""78x-xa1-oLW"", ""NCT06908070""]",,,,,,,,,,,,,,,,,,,,,,,,,
79C-37U-dUX,Phase 2,"A Multicentre, Randomised, Double-blind, Placebo-controlled, Phase II Clinical Study to Evaluate Doses of MT-102 in Subjects With Cachexia Related to Stage III and IV Non-small Cell Lung Cancer and Colorectal Cancer",87,18,Feb-20,,"[""Advanced / Metastatic""]",,Completed,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2""]",Akamis Bio,No,01-04-2011,01-05-2013,"[""Treatment""]",['Single Cohort'],3,"[""Control"", ""Experimental""]","[""Placebo""]",[1],"[""No""]",,Quadruple-blind,>24 months,Biotech / Pharma Industry,Industry,['All'],Older Adult (18-64),"[""Lung""]","[""NSCLC""]",,"[""Charite Hospital Virchow (Klinikum Campus)"", ""Curie Manavta Cancer Centre"", ""Dr Kamakshi Memorial Hospital"", ""Hospital Sultahan Bahiyah"", ""Hospital Umum Sarawak"", ""Hospital Universiti Kebangsaan Malaysia"", ""Hospital Universiti Sains Malaysia"", ""International Islamic University Malaysia"", ""Kailash Cancer Hospital Research Centre"", ""Kumaran Hospital Private Ltd"", ""Noble Hopsital"", ""Penang General Hopsital"", ""Shatabdi Super Speciality Hospital"", ""Shree Krishna Hopsital"", ""TATA Memorial Hopsital"", ""Tuanku Jaafar Hospital"", ""Universiti Malaya Medical"", ""Vedanta Institute of Medical Science""]","[""Germany ( GER )"", ""India ( IND )"", ""Malaysia ( MYS )""]","[""Inhibitor""]","[""Anabolic catabolic transform""]","[""Small Molecule""]","[""Other Targeted Agent""]","[""Chemotherapy""]","[""Androgen receptor / β2-adrenergic receptor""]","[""MT-102""]",,,"[""MT-102""]",,,"[""Efficacy-based""]","[""Kumar N Pradhash, Md""]","[""Chemotherapy"", ""Radiation Therapy"", ""Surgery""]",Randomized,09-09-2014,0.481662765,"[""79C-37U-dUX"", ""NCT01238107""]",,,,,,,,,,,,,,,,,,,,,,,,,
79o-2i4-cuE,Phase 2,"An Open-label, Multicenter, Phase II Study of Capmatinib in Patients With Non-small Cell Lung Cancer Harboring MET Exon 14 Skipping Mutation",27,1,single site,< 50,"[""Advanced / Metastatic""]","[[""1L"", ""2L""]]",Not Specified,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2""]",Asan Medical Center,No,30-10-2018,30-06-2020,"[""Treatment""]","['Single Cohort', 'Umbrella Trial']",1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Other / Unclassified,Other,['All'],All Ages,"[""Lung""]","[""NSCLC""]","[""Exon 14 skipping"", ""MET"", ""Mutation""]","[""Asan Medical Center""]","[""South Korea ( ROK )""]","[""Inhibitor""]","[""MET kinase inhibition (MET exon 14 skipping / amplification)""]","[""Small Molecule""]","[""MET Pathway Inhibitor""]","[""Targeted Therapy""]","[""MET""]","[""Capmatinib""]",,,"[""Capmatinib""]","[""Per Oral (PO)""]","[""ORR (Objective Response Rate)""]","[""Efficacy-based""]",,"[""Chemotherapy""]",Single Arm,01-10-2018,0.378778552,"[""79o-2i4-cuE"", ""NCT03693339""]",,,,,,,,,,,,,,,,,,,,,,,,,
7b5-CLj-NwW,Phase 3,"Safety and Efficacy of Icotinib in Advanced Metastatic Patients With NSCLC Previously Treated With Chemotherapy: a Single-arm, Phase 3 Study",128,10,Feb-20,,"[""Advanced / Metastatic""]",,Completed,"[""ECOG 0"", ""ECOG 1"", ""ECOG 2""]","Betta Pharmaceuticals Co., Ltd.",No,01-03-2010,01-10-2011,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",,Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],Older Adult (18-64),"[""Lung""]","[""NSCLC""]",,"[""307 Hospital of PLA"", ""Beijing Chest Hospital"", ""Bejing Cancer Hospital"", ""Cancer Hospital Chinese Academy of Medical Science"", ""Jiangsu Cancer Hospital"", ""Peking Union Medical College Hospital"", ""Shanghai Pulmonary Hospital"", ""Sun yat (sen Univerisity Cancer Center)"", ""The First Affiliated Hospital of College of Medicine Zhejiang University"", ""Third Affiliated Hospital Third Military Medical University""]","[""China ( CHN )""]","[""Inhibitor""]","[""Reversible EGFR kinase inhibition""]","[""Small Molecule""]","[""EGFR / HER Pathway Inhibitor""]","[""Targeted Therapy""]","[""EGFR""]","[""Icotinib""]",,,"[""icotinib""]","[""Per Oral (PO)""]","[""PFS (Progression-Free Survival)""]","[""Survival-based""]",,"[""Chemotherapy""]",Single Arm,28-06-2015,0.459104787,"[""7b5-CLj-NwW"", ""NCT02486354""]",,,,,,,,,,,,,,,,,,,,,,,,,
7do-dbE-sJC,Phase 1,Phase I/Ib First-in-Human Study of EOS100850 (Inupadenant) As a Single Agent and in Combination with Pembrolizumab And/or Chemotherapy in Participants with Advanced Cancers,119,19,Feb-20,,[null],"[[""Refractory/Relapsed""]]",Completed,"[""ECOG 0"", ""ECOG 1""]",iTeos Therapeutics,No,05-02-2019,28-05-2024,"[""Treatment""]",['Dose Expansion'],6,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,12-24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,,,,"[""Centre de Lutte Contre le Cancer (CLCC) (Universite de Lyon)"", ""Centre de Lutte Contre le Cancer (Institut de Cancerologie de l&#39;Ouest)"", ""Centre Hospitalier Universitaire de Poitiers (Hopital la Miletrie)"", ""Gustave Roussy"", ""Hospital del Mar"", ""Hospital GZA Sint (Augustinus)"", ""Institut Jules Bordet"", ""John Theurer Cancer Center Hackensack University Medical Center"", ""Karmanos Cancer Institute"", ""Onkologikoa"", ""Samsung Medical Center"", ""START Madrid (HM CIOCC Hospital Universitario HM Sanchinarro)"", ""St Marys Hospital The Catholic University of Korea"", ""The Royal Marsden NHS Foundation Trust (Royal Marsden Hospital)"", ""UCL Saint (Luc)"", ""Universidad de Navarra (Clinica Universitaria de Navarra)"", ""University of Texas Health Science Center at San Antonio"", ""UZ Ghent"", ""Yonsei University Severance Hospital""]","[""Belgium ( BEL )"", ""France ( FRA )"", ""South Korea ( ROK )"", ""Spain ( ESP )"", ""United Kingdom ( UK )"", ""United States ( USA )""]","[""Inhibitor""]","[""Adenosine A2A receptor blockade"", ""PD-1 blockade""]","[""Monoclonal Antibody"", ""Small Molecule""]","[""Adenosine Pathway Inhibitor"", ""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)""]","[""A2AR (ADORA2A)"", ""PD-1""]","[""EOS100850"", ""Pembrolizumab""]","[""HIV serostatus""]",,"[""Chemotherapy"", ""EOS100850"", ""Pembrolizumab""]","[""Intravenous (IV)"", ""Per Oral (PO)""]","[""AE (Adverse Event)"", ""DLT (Dose-Limiting Toxicity)""]","[""Safety-based""]",,,Non Randomized,13-09-2024,0.486018278,"[""7do-dbE-sJC"", ""NCT03873883""]",,,,,,,,,,,,,,,,,,,,,,,,,
7ff-CqW-MWt,Phase 2,A Phase II Trial of Nivolumab in Combination With Ipilimumab to Evaluate Efficacy and Safety Relapsed in Lung Cancer and to Evaluate Biomarkers Predictive for Response to Immune Checkpoint Inhibition,90,16,Feb-20,,"[""Advanced / Metastatic"", null]","[[""2L""]]",Completed,"[""ECOG 0"", ""ECOG 1""]",Lung Cancer Group Cologne,No,13-04-2017,31-08-2022,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Other / Unclassified,Other,['All'],All Ages,"[""Lung""]","[""Non-Squamous NSCLC"", ""NSCLC"", ""SCLC""]","[""Mutation""]","[""Evangelische Lungenklinik Berlin"", ""Kliniken der Stadt Koln (Lungenkrebszentrum Koln)"", ""Klinikum Kassel (Klinik fur Hamatologie und Onkologie)"", ""Lungenklinik Hemer"", ""Malteser Krankenhaus St. Franziskus (Hospital)"", ""Pius Hospital Oldenburg"", ""SLK (Fachklinik Lowenstein)"", ""St. (Johannes)"", ""Uniklinik Dusseldorf (Klinik fur Hamatologie und Onkologie)"", ""Uniklinik RWTH (Klinik fur Hamatologie, Onkologie, Hamostaseologie und Stammzellentransplantation)"", ""Universitatsklinikum Bonn (Medizinische Klinik und Poliklinik III)"", ""Universitatsklinikum Frankfurt (Medizinische Klinik II)"", ""Universitatsklinikum Munster (Medizinische Klinik A, Pneumologie)"", ""Universitatsklinikum Tubingen, Innere Medizin VIII (Medizinische Onkologie und Pneumologie)"", ""Universitatsklinikum Wurzburg (Comprehensive Cancer Center Mainfranken)"", ""University Hospital Cologne""]","[""Germany ( GER )""]","[""Inhibitor""]","[""CTLA-4 blockade"", ""PD-1 blockade""]","[""Monoclonal Antibody""]","[""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)""]","[""CTLA-4"", ""PD-1""]","[""Ipilimumab"", ""Nivolumab""]",,,"[""Ipilimumab"", ""Nivolumab""]","[""Intravenous (IV)""]","[""ORR (Objective Response Rate)""]","[""Efficacy-based""]","[""Jürgen Wolf, Md""]","[""Chemotherapy""]",Non Randomized,16-01-2024,0.513696148,"[""7ff-CqW-MWt"", ""NCT03083691""]",,,,,,,,,,,,,,,,,,,,,,,,,
7GD-7Qg-4HY,Phase 2,Efficacy and Safety of Ametinib Combined With Bevacizumab in First-line Treatment of Non-oligometastatic Advanced NSCLC With EGFR-mutations.,50,1,single site,50 - 200,[null],"[[""1L""]]",Not Specified,"[""ECOG 0"", ""ECOG 1""]",The Second Affiliated Hospital of Shandong First Medical University,No,01-12-2022,01-12-2023,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",,Open-label,>24 months,Academic Medical Center / University Hospital,Other,['All'],Older Adult (18-64),"[""Lung""]","[""Non-Squamous NSCLC"", ""NSCLC""]","[""EGFR"", ""Exon 19 deletion"", ""L858R"", ""Mutation""]","[""The Second Affiliated Hospital of Shandong First Medical University""]","[""China ( CHN )""]","[""Inhibitor""]","[""3rd-gen mutant-selective covalent EGFR inhibition (HS-10296)"", ""VEGF-A neutralization""]","[""Monoclonal Antibody"", ""Small Molecule""]","[""Anti-Angiogenic Agent"", ""EGFR / HER Pathway Inhibitor""]","[""Targeted Therapy""]","[""EGFR (T790M/exon19del/L858R)"", ""VEGF-A""]","[""Ametinib"", ""Bevacizumab""]",,,"[""Ametinib"", ""bevacizumab""]","[""Intravenous (IV)"", ""Per Oral (PO)""]","[""ORR (Objective Response Rate)"", ""PFS (Progression-Free Survival)""]","[""Efficacy-based"", ""Survival-based""]","[""Haiyan Liu""]",,Single Arm,22-02-2023,0.387341303,"[""7GD-7Qg-4HY"", ""NCT05754736""]",,,,,,,,,,,,,,,,,,,,,,,,,
7HA-rLK-d5w,Phase 2,"An Open-label, Single-arm Phase II Study of Pembrolizumab Plus Lenvatinib in PD-L1 Positive Patients With TKI-resistant EGFR-mutated Advanced Non-small Cell Lung Cancer",35,1,single site,< 50,"[""Advanced / Metastatic""]",,Active - Not Recruiting,,Shanghai Chest Hospital,No,27-10-2021,30-12-2025,"[""Treatment""]",['Single Cohort'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[2],"[""No""]",['RECIST 1.1'],Open-label,6-12 months,Community Hospital / General Hospital,Other,['All'],All Ages,"[""Lung""]","[""NSCLC""]","[""EGFR"", ""Exon 19 deletion"", ""L858R"", ""PD-L1""]","[""Department of Oncology Shanghai Lung Cancer Center Shanghai Chest Hospital Shanghai Jiao Tong University""]","[""China ( CHN )""]","[""Inhibitor""]","[""PD-1 blockade"", ""VEGFR1/2/3, FGFR1/2/3/4, PDGFRα, KIT, RET inhibition""]","[""Monoclonal Antibody"", ""Small Molecule""]","[""Anti-Angiogenic Agent"", ""Immune Checkpoint Inhibitor""]","[""Immunotherapy (IO)"", ""Targeted Therapy""]","[""PD-1"", ""VEGFR1/2/3 / FGFR1/2/3/4 / PDGFRα / KIT / RET""]","[""Lenvatinib"", ""Pembrolizumab""]",,,"[""Lenvatinib"", ""Pembrolizumab""]","[""Intravenous (IV)"", ""Per Oral (PO)""]","[""PFS (Progression-Free Survival)""]","[""Survival-based""]","[""Shun Lu""]","[""EGFR-directed therapy""]",Single Arm,27-07-2025,0.559392778,"[""7HA-rLK-d5w"", ""NCT05078931""]",,,,,,,,,,,,,,,,,,,,,,,,,
7i0-ybH-Vvw,Phase 2,"The Efficacy and Safety of Tislelizumab in Combination with Chemotherapy(etoposide/cisplatin )± Radiotherapy for Extensive-Stage Oligometastatic Small Cell Lung Cancer, a Randomized，Controlled , Phase II Clinical Trial.",64,1,single site,50 - 200,[null],"[[""1L""]]",Not Yet Recruiting,"[""ECOG 0"", ""ECOG 1""]",Hebei Medical University Fourth Hospital,No,01-03-2025,31-01-2027,"[""Treatment""]",['Single Cohort'],1,"[""Control"", ""Experimental""]","[""Placebo""]",[2],"[""No""]",,Open-label,12-24 months,Other / Unclassified,Other,['All'],All Ages,"[""Lung""]","[""SCLC""]",,"[""Hebei Medical University Fourth Hospital""]","[""China ( CHN )""]","[""Cytotoxic Agent"", ""Inhibitor""]","[""Intrastrand and interstrand DNA crosslinking"", ""PD-1 blockade"", ""Topoisomerase II inhibition + DNA strand breaks""]","[""Monoclonal Antibody"", ""Small Molecule""]","[""Cytotoxic Chemotherapy"", ""Immune Checkpoint Inhibitor""]","[""Chemotherapy"", ""Immunotherapy (IO)""]","[""DNA (N7-guanine)"", ""PD-1"", ""Topoisomerase II / DNA""]","[""Cisplatin"", ""Etoposide"", ""Tislelizumab""]",,"[""Body weight""]","[""Cisplatin"", ""Etoposide"", ""radiotherapy"", ""Tislelizumab""]",,"[""PFS (Progression-Free Survival)""]","[""Survival-based""]",,,Randomized,24-02-2025,0.488260569,"[""7i0-ybH-Vvw"", ""NCT06851819""]",,,,,,,,,,,,,,,,,,,,,,,,,
7ia-a6B-Ask,Phase 3,"A Randomised, Open-Label Phase 3 Trial Comparing Amrubicin Versus Docetaxel in Patients With Non-Small Cell Lung Cancer After Failure of First-Line Chemotherapy",202,1,single site,,[null],,Completed,,"Sumitomo Pharma Co., Ltd.",No,01-10-2010,01-06-2014,"[""Treatment""]",['Single Cohort'],1,"[""Control"", ""Experimental""]","[""Active Comparator(SoC)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],Older Adult (18-64),"[""Lung""]","[""NSCLC""]",,"[""32 Sites""]","[""Japan ( JPN )""]","[""Cytotoxic Agent""]","[""Microtubule stabilization""]","[""Small Molecule""]","[""Cytotoxic Chemotherapy""]","[""Chemotherapy""]","[""Β-tubulin""]","[""Docetaxel""]","[""Active systemic infection""]",,"[""Amrubicin hydrocloride"", ""Docetaxel""]","[""Intravenous (IV)""]","[""PFS (Progression-Free Survival)""]","[""Survival-based""]",,"[""Chemotherapy""]",Randomized,09-04-2022,0.449790098,"[""7ia-a6B-Ask"", ""NCT01207011""]",,,,,,,,,,,,,,,,,,,,,,,,,
7im-dhb-kQb,Phase 2,Phase 2 Trial of Brigatinib After Treatment With Next-Generation ALK Inhibitors in Refractory ALK Rearranged Non-Small Cell Lung Cancer (NSCLC),32,4,Feb-20,,"[""Advanced / Metastatic""]","[[""1L""]]",Terminated,"[""ECOG 2""]","Criterium, Inc.",Yes,09-03-2017,08-10-2020,"[""Treatment""]",['Basket Trial'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,"[""Lung""]","[""NSCLC""]","[""ALK"", ""Rearrangement""]","[""Duke University"", ""University Of Colorado"", ""University of Texas Southwestern"", ""Vanderbilt Unversity Medical Center""]","[""United States ( USA )""]","[""Inhibitor""]","[""2nd-gen ALK kinase inhibition (CNS-penetrant""]","[""Small Molecule""]","[""ALK / ROS1 / NTRK / RET Inhibitor""]","[""Targeted Therapy""]","[""ALK""]","[""Brigatinib""]",,,"[""brigatinib""]",,"[""ORR (Objective Response Rate)""]","[""Efficacy-based""]","[""Thomas Stinchcombe, Md""]","[""Alectinib"", ""ALK-directed therapy""]",Non Randomized,10-01-2023,0.443327136,"[""7im-dhb-kQb"", ""NCT02706626""]",,,,,,,,,,,,,,,,,,,,,,,,,
7LS-jkz-QTS,Phase 1/2,"An Open-Label, Phase 1/2 Study of ORIC-114 as a Single Agent or in Combination With Chemotherapy, in Patients With Advanced Solid Tumors Harboring an EGFR or HER2 Alteration",350,42,20 - 100,200 - 500,"[""Advanced / Metastatic""]","[[""2L+""]]",Recruiting,"[""ECOG 0"", ""ECOG 1""]",ORIC Pharmaceuticals,No,10-03-2022,01-09-2026,"[""Treatment""]","['Single Cohort', 'Dose Expansion', 'Adaptive Design']",10,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,6-12 months,Biotech / Pharma Industry,Industry,['All'],All Ages,,,"[""Amplification"", ""EGFR"", ""Exon 20 insertion"", ""HER2 (ERBB2)"", ""Mutation"", ""Overexpression""]","[""Asan Medical Center"", ""Catholic University of Korea St Vincent Hospital"", ""Chris OBrien Lifehouse"", ""Chungbuk University Hospital"", ""City of Hope"", ""Dana Farber Cancer Institute"", ""Duke Cancer Institute"", ""Gachon University Hospital"", ""Georgetown University"", ""Hospital Kuala Lumpur"", ""Mayo Clinic"", ""Medical University of Gdansk"", ""Moffitt Cancer Center"", ""National Cancer Center"", ""National Taiwan University Hospital"", ""Next Oncology"", ""NEXT Oncology (Barcelona)"", ""NEXT Oncology (Madrid)"", ""Northwestern University"", ""NYU Langone Health Perlmutter Cancer Center"", ""One Clinical Research Hollywood Medical Centre"", ""Peter MacCallum Cancer Centre"", ""Princess Margaret Cancer Centre"", ""Pulau Pinang Hospital"", ""Samsung Medical Center"", ""Sarawak General Hospital SGH"", ""Seoul National Bundang Hospital"", ""Severance Hospital Yonsei University Health System"", ""Spartanburg Regional Healthcare System"", ""Sultan Ahmad Shah Medical Centre at International Islamic University Malaysia IIUM"", ""Sydney Adventist Health"", ""The Chinese University of Hong Kong"", ""The Christie NHS Foundation Trust"", ""University of California San Francisco"", ""University of Malaya Medical Center UMMC"", ""University of Pennsylvania"", ""Vall dHebron Institute of Oncology VHIO"", ""Yale Cancer Center""]","[""Australia ( AUS )"", ""Canada ( CAN )"", ""Hong Kong ( HKG )"", ""Malaysia ( MYS )"", ""Poland ( POL )"", ""South Korea ( ROK )"", ""Spain ( ESP )"", ""Taiwan ( TWN )"", ""United Kingdom ( UK )"", ""United States ( USA )""]","[""Inhibitor""]","[""EGFR/HER2 exon 20 ins and C797S resistance mutation inhibition""]","[""Small Molecule""]","[""EGFR / HER Pathway Inhibitor""]","[""Targeted Therapy""]","[""EGFR / HER2 exon20ins / C797S""]","[""ORIC-114""]",,,"[""Chemotherapy drug"", ""ORIC-114""]","[""Per Oral (PO)""]","[""2"", ""AUC (Area Under the Curve)"", ""Cmax (Maximum Concentration)"", ""RP2D"", ""t1"", ""Tmax (Time to Maximum Concentration)""]","[""PK/PD-based"", ""Safety-based""]",,,Non Randomized,31-07-2025,0.599641181,"[""7LS-jkz-QTS"", ""NCT05315700""]",,,,,,,,,,,,,,,,,,,,,,,,,
7MC-DRO-F7u,Phase 1,A Phase I Dose Escalation Open Label Clinical Trial Evaluating the Safety and Efficacy of MAGE A10ᶜ⁷⁹⁶T in Subjects With Stage IIIb or Stage IV Non-Small Cell Lung Cancer (NSCLC),28,19,Feb-20,,"[""Advanced / Metastatic""]","[[""2L+""]]",Completed,"[""ECOG 0"", ""ECOG 1""]",Adaptimmune,No,01-11-2015,11-03-2020,"[""Treatment""]","['Single Cohort', 'Dose Expansion']",4,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,"[""Lung""]","[""NSCLC""]",,"[""City of Hope"", ""Duke University Medical Center Duke Cancer Institute"", ""Fox Chase Cancer Center"", ""H Lee Moffitt Cancer Center"", ""Hospital Universitario 12 Octubre Avda de Cordoba sn"", ""Hospital Universitario Fundacion Jimenez Diaz"", ""Indiana University Simon Cancer Center"", ""Massachusetts General Hospital"", ""Ohio State University Wexner Medical Center"", ""Princess Margaret Cancer Centre"", ""Stanford Cancer Center"", ""Tennessee Oncology (Sarah Cannon Research Institute)"", ""The Christie NHS Foundation Trust"", ""The University of Texas MD Anderson Cancer Center"", ""University College Hospital Macmillan Cancer Centre"", ""University of Maryland Greenebaum Cancer Center"", ""University of Miami Sylvester Comprehensive Cancer Center"", ""Washington University School of Medicine"", ""Winship Cancer Institute of Emory University""]","[""Canada ( CAN )"", ""Spain ( ESP )"", ""United Kingdom ( UK )"", ""United States ( USA )""]","[""Cytotoxic Agent""]","[""DNA alkylation""]","[""Small Molecule""]","[""Cytotoxic Chemotherapy""]","[""Chemotherapy""]","[""DNA""]","[""Cyclophosphamide""]","[""Active autoimmune disease""]",,"[""Autologous Genetically modified T cells, MAGEA10\b796T"", ""cyclophosphamide"", ""fludarabine""]",,"[""AE (Adverse Event)"", ""DLT (Dose-Limiting Toxicity)"", ""SAE (Serious Adverse Event)""]","[""Safety-based""]",,"[""ALK-directed therapy"", ""Chemotherapy"", ""EGFR-directed therapy"", ""PD-1-directed therapy"", ""PD-L1-directed therapy"", ""ROS1-directed therapy""]",Single Arm,08-04-2021,0.519476033,"[""7MC-DRO-F7u"", ""NCT02592577""]",,,,,,,,,,,,,,,,,,,,,,,,,
7mN-TAn-Y8w,Phase 1,A Phase I Study of LBH589 in Combination With Paclitaxel and Carboplatin +/- Bevacizumab the Treatment of Solid Tumors,40,1,single site,< 50,"[""Advanced / Metastatic"", null]",,Completed,"[""ECOG 0"", ""ECOG 1""]","SCRI Development Innovations, LLC",No,01-12-2007,01-07-2010,"[""Treatment""]",['Dose Expansion'],1,"[""Experimental""]","[""No Comparator(single-arm)""]",[2],"[""No""]",,Open-label,>24 months,Other / Unclassified,Other,['All'],All Ages,"[""Lung""]","[""Non-Squamous NSCLC"", ""NSCLC""]",,"[""Tennessee Oncology PLLC""]","[""United States ( USA )""]","[""Cytotoxic Agent"", ""Inhibitor""]","[""Intrastrand and interstrand DNA crosslinking"", ""Microtubule stabilization"", ""Pan-HDAC inhibition"", ""VEGF-A neutralization""]","[""Monoclonal Antibody"", ""Small Molecule""]","[""Anti-Angiogenic Agent"", ""Cytotoxic Chemotherapy"", ""Epigenetic Modulator""]","[""Chemotherapy"", ""Targeted Therapy""]","[""DNA (N7-guanine)"", ""HDAC1/2/3/4/5/6/7/9/10/11"", ""VEGF-A"", ""Β-tubulin""]","[""Bevacizumab"", ""Carboplatin"", ""LBH589"", ""Paclitaxel""]","[""Active bleeding / coagulation disorder""]",,"[""bevacizumab"", ""Carboplatin"", ""LBH589"", ""Paclitaxel""]","[""Intravenous (IV)"", ""Per Oral (PO)""]",,"[""Efficacy-based"", ""Safety-based""]",,"[""Chemotherapy"", ""Immunotherapy""]",Single Arm,29-12-2010,0.431171894,"[""7mN-TAn-Y8w"", ""NCT00556088""]",,,,,,,,,,,,,,,,,,,,,,,,,
7Mz-stD-Gud,Phase 2,"A Randomized, Open-Label Phase II Study Of ZD1839 (IRESSA™) Versus Gemcitabine And Carboplatin In Chemotherapy-Naive Patients With Advanced (Stage IIIB OR IV) Non-Small Cell Lung Cancer And ECOG Performance Status 2",38,1,single site,,"[""Advanced / Metastatic""]","[[""1L""]]",Completed,"[""ECOG 2""]",AstraZeneca,Yes,01-10-2004,,"[""Treatment""]",['Single Cohort'],1,"[""Control"", ""Experimental""]","[""Active Comparator(SoC)""]",[1],"[""No""]",['RECIST 1.1'],Open-label,>24 months,Biotech / Pharma Industry,Industry,['All'],All Ages,"[""Lung""]","[""NSCLC""]",,"[""Research Site""]","[""Canada ( CAN )""]","[""Cytotoxic Agent"", ""Inhibitor""]","[""Intrastrand and interstrand DNA crosslinking"", ""Reversible EGFR kinase inhibition"", ""Ribonucleotide reductase inhibition + DNA polymerase inhibition""]","[""Small Molecule""]","[""Cytotoxic Chemotherapy"", ""EGFR / HER Pathway Inhibitor""]","[""Chemotherapy"", ""Targeted Therapy""]","[""DNA (N7-guanine)"", ""EGFR"", ""Ribonucleotide reductase / DNA polymerase""]","[""Carboplatin"", ""Gefitinib"", ""Gemcitabine""]",,,"[""Carboplatin"", ""Gefitinib"", ""Gemcitabine""]","[""Intravenous (IV)"", ""Per Oral (PO)""]","[""PFS (Progression-Free Survival)""]","[""Survival-based""]",,,Randomized,11-06-2009,0.626172467,"[""7Mz-stD-Gud"", ""NCT00264498""]",,,,,,,,,,,,,,,,,,,,,,,,,
7nX-PHJ-oxm,Phase 1,"A Master Protocol for the Multi-Cohort, Open-Label, Phase 1/2 Study of DCC-3084 as Monotherapy and in Combination With Other Antitumor Agents in Participants With Advanced Malignancies Driven by the MAPK Pathway",29,9,Feb-20,,"[""Advanced / Metastatic""]","[[""2L+""]]",Terminated,"[""ECOG 0"", ""ECOG 1""]","Deciphera Pharmaceuticals, LLC",No,14-05-2024,13-02-2026,"[""Treatment""]","['Platform Trial', 'Dose Expansion']",1,"[""Experimental""]","[""No Comparator(single-arm)""]",[1],"[""No""]",,Open-label,6-12 months,Biotech / Pharma Industry,Industry,['All'],All Ages,,,"[""BRAF"", ""KRAS"", ""Mutation""]","[""Dana (Farber Cancer Institute)"", ""NEXT Oncology"", ""NEXT Oncology Virginia"", ""Roswell Park Comprehensive Cancer Center"", ""SCRI Florida Cancer Specialists"", ""SCRI HealthONE"", ""SCRI Oncology Partners"", ""University of California San Francisco UCSF Helen Diller Family Comprehensive Cancer Center"", ""University of Southern California (Norris Comprehensive Cancer Center)""]","[""United States ( USA )""]","[""Inhibitor""]","[""Broad-spectrum KIT and PDGFRα inhibition (resistance mutations)""]","[""Small Molecule""]","[""Other Kinase Inhibitor""]","[""Targeted Therapy""]","[""KIT / PDGFRα""]","[""DCC-3084""]",,"[""Ability to swallow oral medication""]","[""DCC-3084""]","[""Per Oral (PO)""]","[""DLT (Dose-Limiting Toxicity)"", ""ORR (Objective Response Rate)""]","[""Efficacy-based"", ""Safety-based""]",,,Non Randomized,26-09-2025,0.42196502,"[""7nX-PHJ-oxm"", ""NCT06287463""]",,,,,,,,,,,,,,,,,,,,,,,,,
